,placename,where_about_x,where_abouts_x,where_at_x,where_is_x,where_is_x_at,where_to_is_x,where_x_about,where_x_abouts,where_x_to,longitude,latitude
171,Rhyl,0.6232703100022943,0.43828892604213887,0.01,0.9780071,0.23579247106815376,0.01,0.02903646386283596,0.01,0.023868873185831817,-3.4916339999999995,53.319140000000004
172,Tiverton,0.13486768790743597,0.5912333251897072,0.01,0.9780071,0.08578883712076367,0.1667985124118719,0.052225297332691746,0.01,0.4722388791192769,-3.491207,50.90205
173,Minehead,0.07071321682578427,0.4477532974326974,0.01,0.9780071,0.11602214844803066,0.7579198963850242,0.03955130494588402,0.01,0.5527106914021225,-3.481152,51.20428
174,Dunfermline,0.7473658352072275,0.2500838707635974,0.01,0.9780071,0.039036035484231395,0.03695662956648201,0.8678453699739787,0.01,0.01,-3.452151,56.071740000000005
175,Perth,0.6236523019664286,0.25710237641802114,0.01,0.9780071,0.04422510997527189,0.036266811531422756,0.7153830271831106,0.01,0.01,-3.4308381000000003,56.39499
176,Prestatyn,0.5881990557133001,0.40780461699447207,0.01,0.9780071,0.24018154141631573,0.01,0.028303409928032208,0.01,0.02326628018845026,-3.4076129999999996,53.33651
177,Builth Wells,0.14219704295332936,0.3376324013787257,0.01,0.9780071,0.1212649732174208,0.5238899649002807,0.01,0.01,0.5393577905146192,-3.4045919999999996,52.15002
178,Braemar,0.9140530904001224,0.4268789332242284,0.01,0.9780071,0.1372351154437526,0.01,0.42569682957725935,0.01,0.01,-3.3979439,57.00646999999999
179,Brecon,0.035483933130888996,0.29294181256512447,0.01,0.9780071,0.09197029770332737,1.0,0.01,0.01,0.561559062288822,-3.391463,51.94895
180,Merthyr Tydfil,0.01,0.3315560114677954,0.01,0.9780071,0.08212619910591201,0.8947156175081741,0.01,0.01,0.6217641362834659,-3.381646,51.74873
181,Llandrindod Wells,0.20761847423418964,0.5023338479516327,0.01,0.9780071,0.15090209098106644,0.01,0.01,0.01,0.49563919841593645,-3.377742,52.2417
182,Corwen,0.5623693069385578,0.35629799710950333,0.01,0.9780071,0.2455034737382271,0.01,0.031472798219494655,0.01,0.05174323069662165,-3.369242,52.98005
183,Cockermouth,0.09784057705720788,0.4243458485167808,0.01,0.9780071,0.5993785205911483,0.01,0.05378090195144474,0.01,0.01,-3.367985,54.66326
184,Lockerbie,0.5386210830996732,0.552010801097329,0.01,0.9780071,0.3307583795225606,0.01,0.3448075237244814,0.01,0.01,-3.349008,55.122240000000005
185,Blairgowrie,0.7008260415933111,0.2571877373180194,0.01,0.9780071,0.04086479495459293,0.03990673377908545,0.7122128344987921,0.01,0.01,-3.3378318,56.58941
186,Elgin,0.9830865791340843,0.5394488408578476,0.01,0.9780071,0.17369578044838688,0.01,0.1209602968471334,0.01,0.01,-3.318485,57.64945
187,Newtown,0.2422754823886352,0.38106720993483134,0.01,0.9780071,0.29938714563581376,0.01,0.01,0.01,0.1956675914401933,-3.313106,52.51211
188,Ruthin,0.5883434247389095,0.34622651471445304,0.01,0.9780071,0.21994822235091338,0.01,0.029683651541583783,0.01,0.02440087926198926,-3.3103108,53.114869999999996
189,Sidmouth,0.1491216268611734,0.5279066122319226,0.01,0.9780071,0.08786575263812378,0.01,0.0466314689735996,0.01,0.40249135485993526,-3.2375599999999998,50.67865
190,Barrow-in-Furness,0.10680675555851916,0.5799105145496183,0.01,0.9780071,0.6360851392504234,0.01,0.04448497345077247,0.01,0.01,-3.2188939999999997,54.10896999999999
191,Peebles,0.7279472217048375,0.20992980905649716,0.01,0.9780071,0.031748021552254466,0.038322261236627,0.6659365478720171,0.01,0.01,-3.1936419999999996,55.65306999999999
192,Edinburgh,0.7592795568864719,0.14960842526800378,0.01,0.9780071,0.028864911383767268,0.03869018359956765,0.944896193557771,0.01,0.01,-3.1882669999999997,55.95325
193,Cardiff,0.04406913484626231,0.3507729208733892,0.01,0.9780071,0.08867218538572194,0.9629561355245921,0.01,0.01,0.6142291273636376,-3.17909,51.48158
194,Llangollen,0.5300820808973065,0.38395318101809056,0.01,0.9780071,0.2694372286332673,0.01,0.028215548777693687,0.01,0.04638810680490409,-3.1716599999999997,52.96921
195,Kirkcaldy,0.8093847988071763,0.2041006714076307,0.01,0.9780071,0.01827652321770951,0.03518826720618946,0.793266467086789,0.01,0.01,-3.158137,56.11682
196,Welshpool,0.28350293755168726,0.4197016084642691,0.01,0.9780071,0.4211229546248246,0.01,0.01,0.01,0.12571142304189775,-3.146407,52.66035
197,Mold,0.5658924739639741,0.38003130758181397,0.01,0.9780071,0.23311989770423217,0.01,0.027694613238986133,0.01,0.022765830488597753,-3.1419029999999997,53.1672
198,Taunton,0.09466650666033481,0.4522762661376253,0.01,0.9780071,0.09910735847263019,0.4953727018996589,0.01,0.01,0.5259360131024843,-3.106849,51.01534
199,Wick,0.9851852196181299,0.46674543539945956,0.01,0.9780071,0.2070551793928933,0.01,0.12368679715738505,0.01,0.01,-3.093716,58.43894
200,John o' Groats,0.9812544674519446,0.4649224834723636,0.01,0.9780071,0.20590231627985214,0.01,0.12320371634647533,0.01,0.01,-3.0688997000000002,58.63734
201,Dalkeith,0.7350032266637515,0.14958140044858623,0.01,0.9780071,0.03287695596995056,0.03868318996321724,0.9447254638554196,0.01,0.01,-3.066606,55.893119999999996
202,Oswestry,0.2946035193057862,0.4925620669406065,0.01,0.9780071,0.4065565696679501,0.01,0.01,0.01,0.09196987402660195,-3.056412,52.85715
203,Blackpool,0.1372440063434033,0.6138751015500361,0.01,0.9780071,0.5077537603914973,0.01,0.01,0.01,0.01,-3.0356748,53.81751
204,Birkenhead,0.5589628141651484,0.424448079232576,0.01,0.9780071,0.3006706641873681,0.01,0.02613926602594702,0.01,0.021487286994625248,-3.023009,53.389990000000004
205,Cupar,0.8164088523681204,0.2241742988632283,0.01,0.9780071,0.02640775580206873,0.036614929058037225,0.7566426855884606,0.01,0.01,-3.010137,56.32023
206,Southport,0.475319878197139,0.4479329784478444,0.01,0.9780071,0.34533613358592985,0.01,0.024179941995445667,0.01,0.019876657659180407,-3.010113,53.64571
207,Bridgwater,0.13230240384579423,0.36951157008129887,0.01,0.9780071,0.16739771211910445,0.3856196426890101,0.01,0.01,0.8540832145764865,-3.003632,51.12789
208,Langholm,0.4274727844083162,0.4965941920737989,0.01,0.9780071,0.5090640647960497,0.01,0.36189083845176107,0.01,0.019832363677324993,-2.998913,55.153059999999996
209,Newport,0.04912967348414037,0.39249107389899157,0.01,0.9780071,0.08826134992484783,0.9473517571177348,0.01,0.01,0.574743482499621,-2.997664,51.58415
210,Axminster,0.1570599819640236,0.5320428445489707,0.01,0.9780071,0.09064904086110444,0.01,0.01,0.01,0.3922720283685321,-2.9949369999999997,50.78273
211,Wrexham,0.5300972017093891,0.43418220210517633,0.01,0.9780071,0.3020586475656154,0.01,0.026006165821393673,0.01,0.04275574681903814,-2.9924939999999998,53.043040000000005
212,Liverpool,0.5474312625514762,0.4551263083765534,0.01,0.9780071,0.2984380931020298,0.01,0.024875344981975085,0.01,0.020448304821308674,-2.9915726,53.40837
213,Weston-super-Mare,0.10603974390580514,0.3124299083989239,0.01,0.9780071,0.14458664160939402,0.508783527692482,0.01,0.01,0.874656080792928,-2.977255,51.347409999999996
214,Dundee,0.8123350313168226,0.2337070877510052,0.01,0.9780071,0.02729799850749226,0.03817194087327488,0.7529628081401791,0.01,0.01,-2.9707209999999997,56.462019999999995
215,Kirkwall,0.9526733542331809,0.47904128671254564,0.01,0.9780071,0.24512615035565963,0.01,0.13963969324167408,0.01,0.01,-2.9622491,58.984669999999994
216,Ambleside,0.09710184791284171,0.48628568600728805,0.01,0.9780071,0.6143297884935475,0.01,0.04647587794479578,0.01,0.01,-2.961333,54.428740000000005
217,Orkney Islands,0.9526733542331809,0.47904128671254564,0.01,0.9780071,0.24512615035565963,0.01,0.13963969324167408,0.01,0.01,-2.9605206,58.980940000000004
218,Lyme Regis,0.18378152025891387,0.5005480574508291,0.01,0.9780071,0.09252494343274276,0.01,0.01,0.01,0.3690511111598075,-2.936639,50.725159999999995
219,Carlisle,0.3046438631997156,0.4926050417385366,0.01,0.9780071,0.560052066936299,0.01,0.2153902533122659,0.01,0.019673049932872885,-2.932931,54.892469999999996
220,Chester,0.5129068687277348,0.410659111245857,0.01,0.9780071,0.30417008707128423,0.01,0.024429877581006426,0.01,0.020082116845716754,-2.893075,53.19339
221,Forfar,0.781280106934953,0.2508659532163398,0.01,0.9780071,0.049516863569472054,0.033848531972359146,0.6676811633614264,0.01,0.01,-2.889062,56.64356
222,Morecambe,0.1348971993157058,0.5745455083977464,0.01,0.9780071,0.6147090166478838,0.01,0.01,0.01,0.01,-2.864968,54.074169999999995
223,Selkirk,0.7979411580632808,0.20617052605862232,0.01,0.9780071,0.057805358872989404,0.03998825959711311,0.7700100324413247,0.01,0.01,-2.838524,55.55066
224,Galashiels,0.7609758662221683,0.19991143806625183,0.01,0.9780071,0.06550331540407382,0.03877426709031774,0.9469497709805057,0.01,0.01,-2.814449,55.62373
225,Lancaster,0.1259817797242128,0.5778541079197255,0.01,0.9780071,0.6154761634777514,0.01,0.01,0.01,0.01,-2.8007399,54.046569999999996
226,St Andrews,0.7831939315568285,0.25660927004656586,0.01,0.9780071,0.022585295530994712,0.037920929273749515,0.7480114912560325,0.01,0.01,-2.7967214,56.339780000000005
227,Hawick,0.63570695531353,0.2681815405582014,0.01,0.9780071,0.11172051902887829,0.037829635201194874,0.5685414384615307,0.01,0.01,-2.780914,55.42706
228,Bridport,0.23563694720029704,0.5638340952038948,0.01,0.9780071,0.09968004000973098,0.01,0.01,0.01,0.4371084417844897,-2.758301,50.733579999999996
229,Shrewsbury,0.25882669836017375,0.431393218665191,0.01,0.9780071,0.3322655301845908,0.01,0.01,0.01,0.07296754421517357,-2.7553267999999997,52.7073
230,Penrith,0.15655609737575013,0.4026133497088899,0.01,0.9780071,0.7597707202412298,0.01,0.06176898955821388,0.01,0.01,-2.752708,54.6641
231,Kendal,0.10232702351996904,0.5743485712351427,0.01,0.9780071,0.6507325960557058,0.01,0.048528002097770764,0.01,0.01,-2.74629,54.32801
232,Street,0.13910028639067426,0.3731633976876027,0.01,0.9780071,0.20084330198614722,0.10409382580316802,0.01,0.01,0.9745516350723575,-2.7429189999999997,51.12468
233,Glastonbury,0.13956940557825814,0.361639860155298,0.01,0.9780071,0.20168872303088714,0.10439838296622851,0.01,0.01,0.977402991826601,-2.718454,51.14743
234,Hereford,0.11510560578194207,0.5968614599951726,0.01,0.9780071,0.21132466578844783,0.3121768868642474,0.01,0.01,0.14462725219061134,-2.715974,52.0564
235,Ludlow,0.21634911358380024,0.4323900831238557,0.01,0.9780071,0.35238747962563854,0.01,0.01,0.01,0.08400774866081788,-2.7139129,52.36775
236,Preston,0.14388068927678668,0.6334911651468502,0.01,0.9780071,0.5031440341387482,0.03780621080123916,0.01,0.01,0.01,-2.70309,53.7632
237,Whitchurch,0.35518586327672663,0.5508284790453708,0.01,0.9780071,0.3641831954725004,0.01,0.01,0.01,0.03327474740098295,-2.682045,52.96872
238,Wells,0.11648745921877798,0.3397249944073893,0.01,0.9780071,0.19217914997536,0.06589211772994946,0.01,0.01,0.9565098913182707,-2.6445979,51.20935
239,Yeovil,0.12934773661034282,0.4888516273025366,0.01,0.9780071,0.16351834679143876,0.06895731150597163,0.01,0.01,0.47920460369288825,-2.633308,50.94206
240,Wigan,0.26315166024913755,0.5789946325654777,0.01,0.9780071,0.429127877031268,0.03963536356141676,0.01,0.01,0.010201398184853957,-2.6325074,53.54506
241,Warrington,0.3376310100820018,0.658999209675805,0.01,0.9780071,0.4122923731807421,0.038345297418401626,0.01,0.01,0.01,-2.5969501,53.39004
242,Arbroath,0.7900503916646533,0.25360752824268395,0.01,0.9780071,0.051021038025613585,0.0342184468080233,0.6749778967590406,0.01,0.01,-2.591543,56.55911
243,Bristol,0.11463328076847493,0.24717405749792482,0.01,0.9780071,0.17620591249490403,0.2600200368537802,0.01,0.01,0.9135163993728964,-2.58791,51.45451
244,Guernsey,0.2639465803971797,0.4860499685047714,0.01,0.9780071,0.11441999729403358,0.01,0.01,0.01,0.335285424833838,-2.5852779999999997,49.46569
245,Ross-on-Wye,0.10219141708510708,0.643535788293194,0.01,0.9780071,0.20064080093748105,0.2826077409928872,0.01,0.01,0.1309282759163116,-2.582446,51.91445
246,Jedburgh,0.5869518291534173,0.22466131591186045,0.01,0.9780071,0.1205312789417421,0.03873305316312295,0.5093540619723669,0.01,0.01,-2.5549369,55.47772
247,Sedbergh,0.09053670832708643,0.6432457452006569,0.01,0.9780071,0.7016975028382587,0.01,0.0721173105948562,0.01,0.01,-2.5281740000000004,54.32363
248,Nantwich,0.3366647207303555,0.6417242239516798,0.01,0.9780071,0.37304157467958315,0.01,0.01,0.01,0.01,-2.524102,53.06718000000001
249,Banff,0.9702442009370345,0.5120681179981986,0.01,0.9780071,0.18360261746593567,0.01,0.11941356736289033,0.01,0.01,-2.524038,57.666509999999995
250,Dunbar,0.7726964547020899,0.1774215820318249,0.01,0.9780071,0.022866606511593245,0.036706343021500734,0.8274892860636411,0.01,0.01,-2.516737,56.00209
251,Cinderford,0.1470012758118407,0.4315822084336569,0.01,0.9780071,0.23070958760322152,0.2014930003462678,0.01,0.01,0.6955410705829846,-2.5009579,51.8253
252,Banchory,0.9880241743493394,0.39615070172546757,0.01,0.9780071,0.1412519814834755,0.01,0.6077749117021986,0.01,0.01,-2.4909599,57.05386
253,Blackburn,0.15507806916241637,0.602401860720446,0.01,0.9780071,0.5011497976209758,0.043475423699610105,0.01,0.01,0.01,-2.487529,53.748580000000004
254,Market Drayton,0.3116818621032519,0.45851099683870317,0.01,0.9780071,0.3726372868716642,0.01,0.01,0.01,0.03169288402678388,-2.483485,52.90355
255,Telford,0.29085131383115465,0.4598097518941289,0.01,0.9780071,0.3371840080362321,0.01,0.01,0.01,0.03592822052679307,-2.4672611,52.67759
256,Montrose,0.8386005052595314,0.2520444671419405,0.01,0.9780071,0.05556641870704925,0.037246360220479606,0.6297473101196746,0.01,0.01,-2.4661150000000003,56.70692
257,Turriff,0.975257044009827,0.5146571104157959,0.01,0.9780071,0.1716546984499265,0.01,0.12001731246480145,0.01,0.01,-2.4623,57.53893000000001
258,Weymouth,0.3345778527513591,0.5308815131838438,0.01,0.9780071,0.13650487356690477,0.01,0.01,0.01,0.39141577650332365,-2.457621,50.61443
259,Crewe,0.29382136903084566,0.6309444300541011,0.01,0.9780071,0.3638700986130107,0.01,0.01,0.01,0.01,-2.4438209,53.1004
260,Fortuneswell,0.2577859626074606,0.5123772753095068,0.01,0.9780071,0.11911103349166152,0.01,0.01,0.01,0.3836754119905669,-2.4422189999999997,50.55919
261,Dorchester,0.3067653184779636,0.5082071377901535,0.01,0.9780071,0.1379786907229817,0.01,0.01,0.01,0.4059229482292972,-2.4411810000000003,50.71116
262,Alston,0.22803392148483598,0.5236886431737772,0.01,0.9780071,0.6221323884236781,0.01,0.03816358247877273,0.01,0.026143035009618534,-2.438685,54.812169999999995
263,Kelso,0.722877225880604,0.22399838918094744,0.01,0.9780071,0.08099309799997179,0.04089045010449806,0.6721558024017958,0.01,0.01052443611651756,-2.432207,55.600030000000004
264,Wincanton,0.12413153731568861,0.36613304452895495,0.01,0.9780071,0.1874128752928661,0.06383294569747952,0.01,0.01,0.8970453639451299,-2.416007,51.055690000000006
265,Clitheroe,0.1324829808937408,0.663998267762426,0.01,0.9780071,0.5377251060764422,0.04479557104256837,0.01,0.01,0.01,-2.3930830000000003,53.8711
266,Sark,0.25272574455217084,0.42447801073781255,0.01,0.9780071,0.11789620577201798,0.01,0.01,0.01,0.32209325714362896,-2.3666256000000003,49.43007
267,Bath,0.12596409425142344,0.295019669800491,0.01,0.9780071,0.19384350383243057,0.07042608932137612,0.01,0.01,0.9896989227230167,-2.3590167,51.38106
268,Kidderminster,0.2377478944937055,0.43842600019426964,0.01,0.9780071,0.3470672735031426,0.01,0.01,0.01,0.01,-2.2496839,52.3886
269,Manchester,0.18067397074911848,0.5364414880465305,0.01,0.9780071,0.4601675020578976,0.018670063164696608,0.01,0.01,0.04084525145834122,-2.2426305,53.48076
270,Burnley,0.2073837899693911,0.6773775586193903,0.01,0.9780071,0.515103857978312,0.03857094352706585,0.01,0.01,0.01,-2.2405035,53.78929
271,Gloucester,0.17417896750963144,0.6862951051410809,0.01,0.9780071,0.24496567333414165,0.01,0.01,0.01,0.14510331331018772,-2.238156,51.86424
272,Newcastle-under-Lyme,0.26002617592453964,0.6009904807879105,0.01,0.9780071,0.346871201059196,0.01,0.01,0.01,0.01,-2.2273002,53.01321
273,Worcester,0.08787701269318261,0.5850033592457627,0.01,0.9780071,0.2696078247548068,0.01,0.01,0.01,0.01,-2.221575,52.19364
274,Trowbridge,0.13256661732900632,0.3367065667551673,0.01,0.9780071,0.19728411688798628,0.07358498069722112,0.01,0.01,1.0,-2.208853,51.31966
275,Shaftesbury,0.27479258395586015,0.5351131878175278,0.01,0.9780071,0.13449004170438258,0.05930804014239934,0.01,0.01,0.32056031860597667,-2.198083,51.0046
276,Alderney,0.318079479476463,0.5313904407565919,0.01,0.9780071,0.1289347748407983,0.0350866453881998,0.01,0.01,0.23028142288051215,-2.1973557,49.715
277,Stoke-on-Trent,0.25752294240388285,0.5109532752094286,0.01,0.9780071,0.33203915996469746,0.01,0.01,0.01,0.01,-2.179404,53.002669999999995
278,Colne,0.2341120783087801,0.673278524522126,0.01,0.9780071,0.5294819681506684,0.04308032606399356,0.01,0.01,0.01,-2.176991,53.85564
279,Blandford Forum,0.33773199359732453,0.5964904896183485,0.01,0.9780071,0.0996643851667565,0.05002968270539842,0.01,0.01,0.28972578697011325,-2.165353,50.85691
280,Rochdale,0.20370348404526356,0.4821744548676317,0.01,0.9780071,0.4630771004587941,0.03828587149124126,0.01,0.01,0.04187977690239269,-2.1561,53.60971
281,Jersey,0.30346577561804855,0.4776859984576168,0.01,0.9780071,0.13988340296762253,0.031540649103995864,0.01,0.01,0.267893041742101,-2.13125,49.21444
282,Wolverhampton,0.23819599771161026,0.4123868600140109,0.01,0.9780071,0.3564908342084867,0.01,0.01,0.01,0.01,-2.12882,52.586969999999994
283,Stafford,0.2521066283335379,0.4527707890584987,0.01,0.9780071,0.30034679346256143,0.01,0.01,0.01,0.01,-2.12066,52.80669
284,Macclesfield,0.15137988185391774,0.46312079818328455,0.01,0.9780071,0.43671833300565305,0.01,0.01,0.01,0.041614974007283714,-2.119287,53.25866
285,Hexham,0.1764323959534071,0.5839523715612803,0.01,0.9780071,0.6095148230827149,0.01,0.07142143569785131,0.01,0.053818076214416956,-2.1121439,54.97266
286,Aberdeen,0.9890547048896575,0.3965551909729376,0.01,0.9780071,0.15499235025800429,0.01,0.6083954847026546,0.01,0.01,-2.094278,57.149719999999995
287,Dudley,0.22178195546758767,0.42285313657155305,0.01,0.9780071,0.35520862518752333,0.01,0.01,0.01,0.01,-2.081112,52.51225
288,Cheltenham,0.19597165536987055,0.7852668558342704,0.01,0.9780071,0.2083072096861454,0.01,0.01,0.01,0.08960289894236789,-2.0782533,51.899390000000004
289,Bromsgrove,0.2089424268935451,0.5050456386467059,0.01,0.9780071,0.35183539343328746,0.01,0.01,0.01,0.01,-2.061906,52.33559
290,Skipton,0.2252138276959063,0.6788460236537998,0.01,0.9780071,0.3666917798919554,0.03434793469868754,0.01,0.01,0.01,-2.0162787,53.96285
291,Fraserburgh,0.9673823423609034,0.5105900682592852,0.01,0.9780071,0.18281826816603158,0.01,0.11906888502414469,0.01,0.01,-2.007631,57.69335
292,Berwick,0.6062178275336203,0.2617408398923864,0.01,0.9780071,0.1121759380539649,0.038679256399588316,0.7993018481349511,0.01,0.01,-2.005395,55.77024
293,Poole,0.26120864480158057,0.5140315290786321,0.01,0.9780071,0.13888429065079086,0.04311357010029434,0.01,0.01,0.21638416623630138,-1.987248,50.71505
294,Walsall,0.22290029001681955,0.4428117475731013,0.01,0.9780071,0.37181912787286464,0.01,0.01,0.01,0.01,-1.9829189999999999,52.586209999999994
295,Cirencester,0.22026175283374524,0.7275686088233736,0.01,0.9780071,0.2481821780862794,0.01,0.01,0.01,0.19924617752700838,-1.968243,51.71849
296,Evesham,0.2013342362363832,0.67328196471357,0.01,0.9780071,0.25724651074085925,0.01,0.01,0.01,0.01,-1.9467700000000001,52.09215
297,Buxton,0.18807098653129248,0.3865413087886405,0.01,0.9780071,0.38671765740691644,0.060994562684664834,0.01,0.01,0.023548284030732777,-1.91483,53.259080000000004
298,Keighley,0.2252524935180872,0.6755577893292988,0.01,0.9780071,0.3896863632567621,0.03160505906751044,0.01,0.01,0.01,-1.9123580000000002,53.8678
299,Birmingham,0.22144883453802927,0.44017911807472904,0.01,0.9780071,0.3835684149078629,0.01,0.01,0.01,0.01,-1.8904009999999998,52.48624
300,Bournemouth,0.2989944677775138,0.5022924736705776,0.01,0.9780071,0.17680329654088092,0.038018834473564384,0.01,0.01,0.16145801311612334,-1.880769,50.719159999999995
301,Halifax,0.23161858693677956,0.7158348332813318,0.01,0.9780071,0.425188094724062,0.03001974728868993,0.01,0.01,0.01,-1.8575400000000002,53.727019999999996
302,Salisbury,0.2775605474538992,0.509252864005369,0.01,0.9780071,0.10411631298328747,0.04789007529126241,0.01,0.01,0.27733514065827686,-1.794472,51.06878
303,Ringwood,0.3058632703149891,0.5130664357997727,0.01,0.9780071,0.17438786736574172,0.03883432101747692,0.01,0.01,0.13493554116968018,-1.7888169999999999,50.84495
304,Huddersfield,0.24648850752384183,0.7151965213961511,0.01,0.9780071,0.4271486405911745,0.01,0.01,0.01,0.01,-1.7850351000000002,53.645790000000005
305,Peterhead,0.9306483508572683,0.47270973393890514,0.01,0.9780071,0.1810715329299622,0.01,0.4133821755670315,0.01,0.01,-1.784066,57.50812
306,Swindon,0.28256542939241514,0.836820847339389,0.01,0.9780071,0.2257168236525987,0.01,0.01,0.01,0.2734356656561353,-1.7797176,51.55577
307,Bradford,0.19738487246993106,0.6774651639223627,0.01,0.9780071,0.39203197064175277,0.01,0.01,0.01,0.01,-1.759398,53.79598000000001
308,Ashbourne,0.3273601851172098,0.6559559648136483,0.01,0.9780071,0.4140314893297364,0.15592123843243982,0.01,0.01,0.01,-1.7321790000000001,53.016630000000006
309,Marlborough,0.23538514738731067,0.8393997215468572,0.01,0.9780071,0.21206466962061052,0.01,0.01,0.01,0.2540683425017864,-1.7270619999999999,51.42007
310,Stratford-upon-Avon,0.21712494125769322,0.4527123058039525,0.01,0.9780071,0.25537804868394265,0.01,0.01,0.01,0.01,-1.7082979999999999,52.19173
311,Alnwick,0.22169167584868632,0.5787558244096851,0.01,0.9780071,0.5718781996073431,0.01,0.2123575903558273,0.01,0.05333915414796322,-1.7062990000000002,55.41274
312,Otley,0.1915409368470467,0.6959868419116132,0.01,0.9780071,0.3563393453287526,0.01,0.01,0.01,0.01,-1.691786,53.90583
313,Bishop Auckland,0.13394430319219403,0.5537347969293623,0.01,0.9780071,0.6644933220785131,0.01,0.06371554519278286,0.5340600954162908,0.06547018606156996,-1.6787880000000002,54.663819999999994
314,Burton upon Trent,0.281614919828172,0.647120467777732,0.01,0.9780071,0.4278912634845192,0.17131726927605465,0.01,0.01,0.01,-1.6371358999999999,52.81403
315,Newcastle,0.16660076913462188,0.6014734873459825,0.01,0.9780071,0.6482660951875167,0.01,0.06786908133032228,0.01,0.0790365206393094,-1.61778,54.97825
316,Durham,0.15131088535685241,0.5418198870292641,0.01,0.9780071,0.6621393813170341,0.01,0.06234455945969297,0.5225684816270736,0.06406144083112437,-1.5848520000000001,54.77525
317,Ashington,0.1678852901356132,0.6173076767412152,0.01,0.9780071,0.6191699921303163,0.01,0.0683332052829284,0.01,0.07957700816661034,-1.5659829,55.18298000000001
318,Darlington,0.13118736417316462,0.5260930794386195,0.01,0.9780071,0.6567560201055802,0.01,0.06716286730380981,0.5629553069547057,0.06901243944551358,-1.559458,54.52361
319,Leeds,0.2077010242506836,0.682015286223928,0.01,0.9780071,0.3676399395639728,0.01,0.01,0.01,0.01,-1.5490774,53.80076
320,Harrogate,0.2387459037114523,0.6713626138390624,0.01,0.9780071,0.3637086692056084,0.01,0.01,0.01,0.01206542189380727,-1.5418120000000002,53.99211999999999
321,Leamington Spa,0.19312632460718213,0.3526365112117127,0.01,0.9780071,0.26655911849067315,0.01,0.01,0.01,0.01,-1.5200789,52.28519
322,Coventry,0.22069838631904543,0.47254405284722756,0.01,0.9780071,0.35488582589683654,0.01,0.01,0.01,0.01,-1.519693,52.40682
323,Blyth,0.16666419105667904,0.613321893010414,0.01,0.9780071,0.6409788550690708,0.01,0.06789199580147687,0.01,0.07906320370779774,-1.510277,55.12696
324,Wakefield,0.22842022350376895,0.7014315979560479,0.01,0.9780071,0.4191896708036524,0.01,0.01,0.01,0.01,-1.505924,53.6833
325,Andover,0.17597877159092562,0.4814977305774517,0.01,0.9780071,0.07666176604605035,0.057470746218600766,0.01,0.01,0.06656351520496064,-1.4919233,51.2112
326,Witney,0.17993442233813772,0.7549940357750474,0.01,0.9780071,0.12703083640968854,0.01,0.01,0.01,0.01,-1.4850543999999999,51.785940000000004
327,Barnsley,0.2596830991245994,0.6807877633678112,0.01,0.9780071,0.5396027943716136,0.01,0.01,0.01,0.01,-1.479726,53.55263000000001
328,Derby,0.32027262058348954,0.7078656206031777,0.37054853602866417,0.9780071,0.42854287400178803,0.13136594178796257,0.01,0.01,0.01,-1.4746186000000001,52.92253
329,Sheffield,0.26991071668054256,0.6645901278647411,0.01,0.9780071,0.5389618981955443,0.03456591349827536,0.01,0.01,0.01,-1.470085,53.381130000000006
330,Nuneaton,0.28136265695144697,0.4762901821719345,0.01,0.9780071,0.3362788247772474,0.06928494481444301,0.01,0.01,0.01,-1.465382,52.52049
331,Northallerton,0.14943255635156213,0.6799758229968151,0.01,0.9780071,0.5776199555319125,0.01,0.01,0.7383998115011788,0.054312063436423114,-1.429959,54.337959999999995
332,South Shields,0.15146816673671396,0.5744244394143654,0.01,0.9780071,0.6478159142847942,0.01,0.062401387133651544,0.5230448528845273,0.07266914613338864,-1.427406,54.99941999999999
333,Chesterfield,0.22411957246108655,0.7227647034150246,0.01,0.9780071,0.4585582080097677,0.034955330588448096,0.01,0.01,0.01,-1.421629,53.23505
334,Southampton,0.2794092938103445,0.4897098722824327,0.01,0.9780071,0.18562542556023953,0.037066449639001624,0.01,0.01,0.12879280830073803,-1.4043508999999998,50.9097
335,Wetherby,0.229685046485722,0.7062811824839432,0.01,0.9780071,0.3511064610870307,0.01,0.01,0.01,0.011644920009931057,-1.384816,53.92706
336,Sunderland,0.14817601508647413,0.5634746043963806,0.01,0.9780071,0.6439789301289834,0.01,0.061211872428848735,0.5130744087589023,0.0712839056313719,-1.383801,54.90687
337,Rotherham,0.22946049619274336,0.7297789226277028,0.01,0.9780071,0.5186990551677262,0.01,0.01,0.01,0.01,-1.3635008999999998,53.4326
338,Castleford,0.25309703261988387,0.735227266037547,0.01,0.9780071,0.4496086973783733,0.01,0.01,0.01,0.013763717871087171,-1.345968,53.72346999999999
339,Thirsk,0.16507629206626842,0.7080671201587123,0.01,0.9780071,0.4094411084152639,0.01,0.01,0.5323186748410619,0.013051342098613328,-1.341377,54.23385
340,Banbury,0.18491244657980943,0.5855808698864405,0.01,0.9780071,0.11611452987881546,0.01,0.01,0.01,0.0364460320745295,-1.339775,52.0629
341,Stockton,0.13525826436087995,0.5584234283292223,0.01,0.9780071,0.6637336752874851,0.01,0.06425504611860418,0.5385820713780165,0.06602454190763257,-1.3289821000000002,54.57046
342,Newbury,0.09264795839293945,0.7293380262205137,0.01,0.9780071,0.132639734503387,0.01,0.01,0.01,0.028187805319291968,-1.3231138999999998,51.40141
